EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,OverTime,DistanceFromHome,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition
828,38,Male,Married,3,Medical,Research & Development,Research Scientist,2,3407,7,2,4,3,Yes,23,Travel_Rarely,3,1,3,4,0
829,46,Male,Single,1,Medical,Sales,Sales Representative,2,3693,14,0,3,2,Yes,16,Travel_Rarely,4,4,3,3,0
830,40,Male,Single,2,Technical Degree,Sales,Sales Executive,1,2169,6,0,2,0,No,4,Travel_Rarely,3,2,4,3,0
831,34,Female,Married,5,Life Sciences,Sales,Sales Executive,2,3561,10,1,4,1,Yes,28,Travel_Frequently,2,3,3,3,0
832,40,Male,Divorced,2,Life Sciences,Sales,Sales Executive,1,3477,5,0,0,3,No,26,Travel_Rarely,4,1,3,4,0
833,31,Male,Married,3,Marketing,Sales,Sales Executive,1,1431,2,0,3,0,No,17,Travel_Rarely,3,3,1,3,0
834,32,Male,Married,4,Marketing,Human Resources,Human Resources,2,6686,2,0,0,0,No,9,Travel_Frequently,4,4,3,4,0
835,41,Female,Married,3,Marketing,Sales,Sales Representative,1,2568,0,0,2,1,No,12,Travel_Rarely,1,2,4,2,0
836,39,Male,Divorced,3,Life Sciences,Sales,Sales Representative,2,5544,0,2,0,0,No,22,Travel_Frequently,3,2,3,3,0
837,54,Male,Divorced,3,Life Sciences,Sales,Manager,3,6982,5,1,5,5,Yes,19,Travel_Rarely,4,3,2,4,0
838,38,Female,Married,4,Medical,Human Resources,Human Resources,1,2434,2,0,1,2,No,20,Travel_Rarely,2,4,1,2,0
839,43,Male,Married,3,Life Sciences,Research & Development,Research Scientist,1,1896,4,0,3,1,Yes,26,Travel_Rarely,4,2,3,4,1
840,44,Male,Divorced,3,Life Sciences,Sales,Sales Representative,3,9924,4,0,4,3,No,12,Travel_Rarely,4,2,4,1,1
841,21,Male,Married,2,Marketing,Research & Development,Research Scientist,2,5874,1,0,6,1,No,22,Non-Travel,4,2,4,4,1
842,44,Female,Married,4,Life Sciences,Sales,Sales Executive,1,1777,3,0,3,0,No,6,Travel_Rarely,3,4,4,3,0
843,32,Male,Single,3,Marketing,Sales,Sales Executive,1,1222,3,4,0,1,No,12,Travel_Rarely,3,2,3,1,0
844,57,Female,Divorced,1,Medical,Sales,Sales Executive,2,4771,2,0,5,2,Yes,9,Travel_Rarely,4,1,3,4,0
845,31,Female,Divorced,4,Medical,Sales,Sales Executive,2,4688,8,1,2,0,No,20,Travel_Rarely,4,4,3,2,0
846,39,Male,Single,3,Life Sciences,Sales,Sales Representative,1,1467,2,2,2,1,No,5,Travel_Rarely,3,4,3,1,0
847,29,Male,Married,1,Life Sciences,Research & Development,Laboratory Technician,1,2345,4,4,7,1,Yes,21,Travel_Frequently,4,1,3,1,0
848,59,Male,Married,3,Life Sciences,Sales,Sales Executive,3,8422,11,0,0,1,No,3,Travel_Rarely,4,4,3,3,0
849,41,Male,Single,2,Other,Research & Development,Manufacturing Director,2,6183,10,1,0,2,No,2,Travel_Rarely,4,3,3,4,0
850,43,Male,Divorced,4,Marketing,Sales,Sales Representative,4,15507,11,0,2,4,No,8,Travel_Rarely,1,3,2,1,0
851,28,Female,Single,2,Medical,Sales,Sales Representative,2,5316,1,1,4,3,No,10,Travel_Rarely,1,2,2,3,1
852,46,Female,Single,3,Life Sciences,Sales,Sales Representative,3,10721,0,0,1,2,Yes,15,Travel_Rarely,3,4,3,2,0
853,33,Female,Married,3,Technical Degree,Human Resources,Human Resources,1,2275,1,2,3,5,No,9,Travel_Rarely,3,2,4,4,0
854,53,Male,Married,1,Life Sciences,Sales,Sales Executive,2,4011,1,0,1,0,No,10,Travel_Rarely,4,2,3,1,1
855,33,Female,Single,5,Life Sciences,Research & Development,Research Scientist,1,2677,12,1,2,0,Yes,11,Travel_Rarely,1,1,1,2,0
856,33,Female,Married,3,Medical,Sales,Sales Representative,2,6697,5,1,5,1,No,29,Travel_Rarely,4,4,4,2,0
857,27,Female,Married,2,Technical Degree,Sales,Manager,1,3497,0,5,0,1,Yes,9,Travel_Rarely,2,3,3,3,0
858,40,Male,Single,3,Life Sciences,Sales,Sales Executive,1,1801,0,1,3,1,No,14,Travel_Rarely,3,3,3,4,0
859,42,Female,Single,4,Life Sciences,Sales,Sales Representative,3,10066,0,0,4,1,Yes,5,Travel_Rarely,2,2,3,3,1
860,28,Male,Married,2,Technical Degree,Sales,Sales Executive,3,7892,4,0,1,0,No,27,Travel_Frequently,3,3,3,1,0
861,47,Male,Single,2,Life Sciences,Sales,Sales Representative,1,2560,6,0,1,2,No,9,Travel_Frequently,1,4,3,3,0
862,40,Male,Divorced,1,Life Sciences,Research & Development,Laboratory Technician,2,4391,9,2,0,5,No,4,Travel_Rarely,1,2,4,4,0
863,42,Female,Divorced,2,Medical,Sales,Sales Executive,1,1254,14,1,4,1,Yes,2,Travel_Rarely,4,4,2,1,0
864,40,Female,Divorced,3,Technical Degree,Research & Development,Healthcare Representative,1,2486,1,1,1,0,No,19,Travel_Frequently,2,2,2,1,0
865,39,Male,Single,3,Medical,Sales,Sales Representative,3,9339,1,0,1,3,No,1,Travel_Rarely,2,4,1,2,0
866,42,Male,Divorced,2,Human Resources,Research & Development,Research Scientist,1,3173,1,2,1,1,Yes,21,Travel_Rarely,4,1,3,4,1
867,32,Male,Married,1,Medical,Research & Development,Laboratory Technician,3,7416,2,1,2,1,No,1,Travel_Rarely,1,3,2,3,0
868,32,Male,Married,2,Life Sciences,Sales,Sales Executive,1,1761,12,4,3,1,No,12,Travel_Frequently,3,4,2,3,0
869,51,Male,Single,4,Human Resources,Sales,Sales Representative,2,5846,4,1,4,3,No,11,Travel_Rarely,1,4,1,2,1
870,56,Male,Single,2,Life Sciences,Research & Development,Healthcare Representative,2,4357,6,0,1,3,Yes,1,Travel_Rarely,2,2,2,2,1
871,38,Female,Married,5,Life Sciences,Research & Development,Manager,1,1564,3,0,3,2,No,14,Non-Travel,4,3,3,4,0
872,35,Male,Married,3,Medical,Sales,Sales Representative,1,2391,0,0,3,1,Yes,27,Travel_Rarely,1,1,1,2,0
873,44,Male,Single,2,Life Sciences,Sales,Sales Representative,3,7578,0,1,1,1,No,11,Travel_Rarely,4,4,3,4,0
874,39,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,2,6749,3,1,0,0,Yes,29,Travel_Rarely,4,3,3,3,0
875,24,Female,Single,3,Life Sciences,Sales,Sales Representative,1,2090,6,0,6,5,No,7,Travel_Rarely,1,2,2,1,0
876,32,Female,Married,3,Medical,Research & Development,Research Scientist,2,6137,1,0,3,2,No,2,Travel_Rarely,4,1,3,3,0
877,45,Female,Married,5,Marketing,Sales,Sales Executive,1,2618,6,0,3,0,Yes,15,Non-Travel,2,4,4,4,0
878,44,Male,Divorced,1,Medical,Sales,Sales Representative,1,1399,8,3,0,2,No,8,Travel_Rarely,1,3,4,3,0
879,24,Male,Divorced,1,Human Resources,Research & Development,Research Scientist,2,3286,2,0,5,1,No,22,Travel_Rarely,1,2,1,4,0
880,34,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,3233,6,0,2,6,Yes,20,Travel_Rarely,3,2,3,2,0
881,34,Female,Married,2,Life Sciences,Sales,Sales Representative,3,7539,2,0,5,3,No,25,Travel_Rarely,3,2,3,3,0
882,45,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,2,5697,5,0,11,0,No,15,Travel_Rarely,2,3,2,4,0
883,23,Female,Divorced,1,Life Sciences,Research & Development,Manufacturing Director,3,6236,7,1,9,3,No,26,Non-Travel,4,4,3,4,0
884,30,Female,Married,1,Life Sciences,Research & Development,Healthcare Representative,2,6089,24,3,5,1,No,8,Travel_Frequently,4,4,3,3,0
885,47,Female,Single,3,Marketing,Sales,Sales Executive,3,10910,2,0,0,0,No,29,Travel_Rarely,2,3,3,3,0
886,32,Male,Single,1,Technical Degree,Research & Development,Laboratory Technician,2,3927,2,1,6,2,No,10,Travel_Rarely,4,4,3,1,0
887,44,Female,Married,3,Other,Research & Development,Laboratory Technician,2,3413,0,0,0,2,No,19,Travel_Rarely,4,3,3,2,0
888,34,Male,Married,3,Life Sciences,Research & Development,Research Scientist,4,11419,1,5,5,0,No,3,Travel_Rarely,1,2,2,2,0
889,30,Male,Divorced,2,Technical Degree,Research & Development,Research Scientist,2,3028,5,0,0,2,No,20,Travel_Frequently,2,4,3,1,0
890,35,Male,Single,1,Life Sciences,Sales,Sales Representative,1,3395,12,0,2,2,No,14,Travel_Rarely,3,2,3,2,0
891,46,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,2,3660,2,1,0,0,No,9,Travel_Rarely,3,2,3,2,0
892,50,Male,Divorced,1,Technical Degree,Research & Development,Healthcare Representative,3,8623,0,0,4,1,No,9,Travel_Frequently,3,4,4,4,0
893,49,Male,Divorced,3,Medical,Sales,Sales Executive,2,6950,1,0,0,2,Yes,21,Travel_Rarely,2,1,3,3,0
894,39,Male,Married,4,Life Sciences,Sales,Sales Executive,2,3449,3,1,1,0,Yes,28,Non-Travel,4,4,4,3,0
895,44,Male,Married,2,Medical,Sales,Sales Representative,2,3379,1,1,5,4,No,25,Non-Travel,3,4,3,4,0
896,33,Male,Single,3,Life Sciences,Research & Development,Research Scientist,5,16250,1,0,3,0,Yes,6,Non-Travel,3,3,3,1,0
897,36,Male,Divorced,3,Marketing,Sales,Sales Executive,1,3459,6,1,0,0,No,8,Travel_Frequently,1,1,3,3,0
898,53,Male,Single,2,Medical,Research & Development,Laboratory Technician,2,5998,0,1,1,0,Yes,11,Travel_Rarely,3,2,3,3,0
899,21,Male,Divorced,4,Human Resources,Research & Development,Laboratory Technician,1,1355,3,1,0,2,Yes,8,Travel_Frequently,2,1,3,1,0
900,29,Female,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,5301,7,1,3,2,Yes,12,Travel_Frequently,3,3,3,4,0
901,33,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,2,6614,1,1,10,1,No,10,Travel_Rarely,4,4,3,1,0
902,24,Female,Single,3,Medical,Human Resources,Human Resources,1,2696,4,0,3,1,Yes,23,Non-Travel,3,3,3,1,0
903,32,Female,Married,4,Medical,Sales,Sales Representative,1,1726,5,0,0,3,No,4,Non-Travel,1,3,3,1,0
904,43,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,4467,5,0,1,0,No,16,Travel_Rarely,3,3,3,4,0
905,39,Female,Single,3,Marketing,Sales,Sales Executive,1,1809,2,0,11,1,No,20,Travel_Rarely,4,3,3,4,0
906,53,Male,Married,3,Technical Degree,Research & Development,Manager,1,2903,2,2,0,0,No,6,Travel_Rarely,4,4,3,3,0
907,48,Male,Divorced,2,Technical Degree,Sales,Sales Representative,3,9354,9,0,2,0,No,9,Travel_Rarely,3,2,1,3,0
908,38,Female,Married,4,Marketing,Human Resources,Human Resources,1,1415,7,0,1,1,No,23,Travel_Frequently,2,4,3,2,0
909,35,Male,Married,1,Marketing,Research & Development,Laboratory Technician,2,6026,1,0,4,0,No,5,Travel_Rarely,3,3,1,3,0
910,39,Female,Single,3,Medical,Research & Development,Laboratory Technician,3,6599,0,0,6,1,No,21,Travel_Rarely,3,2,1,3,0
911,43,Female,Married,2,Marketing,Sales,Sales Executive,1,2339,0,1,1,4,No,24,Travel_Frequently,4,2,3,1,0
912,35,Female,Single,2,Life Sciences,Sales,Sales Representative,1,1078,0,0,3,0,No,6,Non-Travel,3,2,3,4,0
913,44,Female,Married,2,Life Sciences,Research & Development,Research Scientist,2,6728,4,1,2,3,No,17,Travel_Rarely,4,3,3,1,0
914,39,Male,Divorced,5,Life Sciences,Sales,Sales Representative,2,6825,0,0,0,2,No,17,Non-Travel,3,2,4,2,0
915,42,Male,Married,1,Medical,Research & Development,Manufacturing Director,3,7567,2,3,0,1,No,25,Non-Travel,2,4,2,4,0
916,40,Male,Single,3,Life Sciences,Sales,Sales Representative,3,7094,6,6,2,2,Yes,24,Travel_Rarely,4,3,3,3,0
917,36,Male,Married,1,Other,Research & Development,Manufacturing Director,2,5943,1,1,0,1,No,22,Travel_Rarely,3,4,3,3,0
918,56,Female,Married,1,Life Sciences,Sales,Sales Executive,1,2220,7,2,4,0,No,13,Travel_Rarely,4,1,2,3,0
919,46,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,1,1057,6,1,0,5,No,17,Travel_Frequently,3,2,3,3,0
920,31,Female,Divorced,3,Medical,Research & Development,Research Scientist,1,2447,1,4,0,2,No,14,Travel_Rarely,1,1,3,4,1
921,51,Male,Divorced,2,Life Sciences,Sales,Sales Executive,1,2492,6,2,1,4,No,2,Travel_Rarely,4,2,3,4,1
922,41,Male,Married,2,Life Sciences,Sales,Sales Executive,2,5671,6,7,0,4,No,26,Non-Travel,1,4,4,3,1
923,53,Male,Married,1,Life Sciences,Sales,Sales Representative,2,5095,2,1,1,0,No,19,Travel_Rarely,2,1,3,4,0
924,47,Male,Single,2,Medical,Research & Development,Manufacturing Director,1,2458,1,2,1,1,No,26,Travel_Rarely,2,3,4,4,0
925,39,Female,Single,4,Medical,Research & Development,Laboratory Technician,3,7208,3,1,3,0,No,28,Travel_Frequently,4,1,3,3,0
926,23,Male,Married,4,Marketing,Research & Development,Manufacturing Director,1,1838,12,0,9,4,No,3,Travel_Rarely,3,3,2,4,0
927,35,Male,Married,2,Marketing,Research & Development,Healthcare Representative,1,3212,5,0,4,4,No,2,Non-Travel,1,4,3,3,0
928,42,Male,Married,3,Medical,Sales,Sales Executive,2,4750,0,3,0,2,Yes,28,Travel_Rarely,3,3,2,3,0
929,44,Female,Married,4,Life Sciences,Sales,Sales Executive,1,2354,5,0,8,0,Yes,2,Non-Travel,3,4,3,1,0
930,35,Female,Single,1,Life Sciences,Sales,Manager,1,3377,2,1,1,0,No,22,Travel_Rarely,4,2,3,3,0
931,31,Male,Married,3,Marketing,Sales,Sales Executive,1,2144,4,0,1,3,No,7,Travel_Rarely,3,4,3,4,0
932,49,Male,Single,4,Life Sciences,Human Resources,Human Resources,1,1212,6,0,1,5,No,4,Non-Travel,4,4,2,4,0
933,58,Male,Single,1,Life Sciences,Research & Development,Research Scientist,2,6894,3,3,0,0,Yes,17,Travel_Rarely,2,3,3,4,0
934,42,Male,Divorced,1,Marketing,Sales,Sales Representative,3,10602,8,2,6,0,No,6,Travel_Rarely,4,3,2,1,0
935,32,Female,Single,4,Medical,Research & Development,Laboratory Technician,1,3215,6,1,1,1,No,7,Travel_Rarely,4,4,3,2,0
936,36,Female,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,2569,4,0,2,0,Yes,20,Non-Travel,4,3,3,2,0
937,22,Male,Single,1,Life Sciences,Sales,Sales Executive,2,5877,0,0,0,4,Yes,6,Travel_Frequently,1,4,4,2,0
938,54,Male,Divorced,2,Technical Degree,Sales,Manager,3,9034,9,0,4,1,Yes,9,Travel_Rarely,3,3,2,3,0
939,30,Female,Married,2,Marketing,Sales,Sales Executive,1,3474,13,0,4,2,Yes,20,Travel_Rarely,4,2,3,2,0
940,43,Male,Single,3,Marketing,Research & Development,Research Scientist,1,2732,0,0,1,1,No,28,Travel_Rarely,1,4,3,3,0
941,36,Female,Married,3,Medical,Human Resources,Manager,2,6774,3,1,3,1,No,26,Travel_Rarely,3,3,4,3,0
942,42,Male,Married,5,Medical,Research & Development,Laboratory Technician,2,4244,1,0,3,1,Yes,4,Travel_Rarely,4,3,3,2,1
943,44,Male,Divorced,2,Other,Sales,Manager,1,2015,7,1,2,3,Yes,26,Travel_Rarely,3,3,2,1,0
944,49,Male,Single,3,Other,Sales,Manager,2,6081,6,0,2,2,No,28,Non-Travel,4,2,3,4,0
945,33,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,1,2143,0,0,2,1,No,5,Travel_Rarely,1,4,3,1,0
946,20,Female,Divorced,2,Marketing,Research & Development,Laboratory Technician,2,6706,10,0,0,1,No,19,Travel_Frequently,4,4,3,1,0
947,31,Male,Divorced,1,Life Sciences,Research & Development,Research Scientist,2,4270,0,7,3,0,No,10,Travel_Rarely,3,4,4,4,0
948,53,Male,Married,5,Life Sciences,Research & Development,Manufacturing Director,3,10868,7,1,1,0,No,18,Non-Travel,3,2,2,4,0
949,51,Male,Married,4,Medical,Sales,Manager,1,2529,3,0,1,2,No,15,Travel_Rarely,4,3,4,4,0
950,43,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,2081,1,1,5,2,No,25,Travel_Frequently,1,4,1,1,0
951,43,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,1,2151,0,3,0,1,No,29,Travel_Rarely,4,3,4,2,0
952,44,Male,Married,2,Life Sciences,Sales,Sales Executive,3,7722,0,2,0,4,Yes,1,Non-Travel,4,3,3,4,0
953,32,Female,Married,3,Medical,Research & Development,Laboratory Technician,1,1716,5,1,0,2,Yes,5,Travel_Frequently,2,4,3,4,0
954,54,Male,Married,3,Technical Degree,Sales,Sales Representative,1,3133,3,0,0,1,Yes,5,Travel_Rarely,4,3,3,3,0
955,39,Male,Married,3,Technical Degree,Sales,Sales Representative,1,1103,0,1,0,0,No,8,Travel_Rarely,3,3,2,2,0
956,39,Female,Divorced,5,Life Sciences,Sales,Sales Representative,2,5190,0,2,13,4,Yes,22,Travel_Rarely,4,1,1,1,0
957,41,Male,Single,3,Life Sciences,Sales,Sales Representative,2,3204,0,1,0,2,Yes,22,Travel_Rarely,3,1,2,1,0
958,28,Female,Divorced,2,Medical,Sales,Manager,1,2386,6,3,3,0,No,22,Travel_Frequently,4,1,2,3,0
959,32,Male,Married,3,Life Sciences,Sales,Sales Representative,1,2644,6,0,0,2,No,20,Travel_Frequently,3,4,3,1,0
960,46,Female,Divorced,2,Other,Research & Development,Research Scientist,3,7332,0,0,2,1,Yes,15,Non-Travel,1,3,2,4,1
961,29,Female,Married,2,Technical Degree,Research & Development,Research Scientist,2,6123,4,3,12,3,No,17,Travel_Frequently,3,3,4,2,0
962,43,Female,Married,2,Life Sciences,Sales,Sales Representative,2,5048,0,1,1,5,Yes,19,Non-Travel,2,4,3,4,0
963,35,Female,Divorced,2,Life Sciences,Sales,Sales Representative,3,7849,11,0,5,2,No,29,Travel_Rarely,3,3,3,1,0
964,39,Male,Single,3,Life Sciences,Research & Development,Manager,3,10842,11,0,17,3,No,13,Travel_Rarely,1,3,3,3,1
965,36,Female,Divorced,3,Technical Degree,Sales,Sales Representative,1,2663,5,2,2,0,No,26,Travel_Rarely,1,2,3,1,0
966,38,Male,Married,3,Life Sciences,Sales,Sales Representative,4,12237,13,0,1,2,No,28,Travel_Rarely,2,4,2,4,0
967,46,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,3018,8,0,3,3,No,27,Travel_Rarely,3,1,3,3,0
968,36,Male,Single,2,Medical,Research & Development,Laboratory Technician,1,1955,8,0,5,1,Yes,22,Travel_Frequently,3,1,3,1,0
969,42,Male,Married,3,Medical,Research & Development,Research Scientist,3,6517,4,3,0,2,No,21,Travel_Rarely,3,2,3,4,0
970,41,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,1,2438,1,3,1,4,Yes,10,Travel_Rarely,2,2,2,3,0
971,44,Male,Single,2,Life Sciences,Sales,Sales Executive,1,2031,1,1,1,0,Yes,17,Travel_Frequently,4,2,3,4,0
972,55,Male,Single,3,Technical Degree,Research & Development,Research Scientist,1,3052,1,1,0,0,No,5,Non-Travel,4,3,1,4,0
973,46,Female,Single,2,Technical Degree,Sales,Sales Executive,2,6433,4,0,5,2,No,18,Travel_Rarely,2,2,3,4,0
974,34,Female,Divorced,1,Marketing,Sales,Sales Executive,1,3159,0,0,1,4,No,17,Travel_Rarely,4,3,3,1,0
975,26,Male,Divorced,3,Life Sciences,Sales,Sales Representative,2,6051,1,2,1,4,No,4,Travel_Rarely,3,1,3,1,0
976,35,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,10368,3,0,2,2,No,22,Travel_Rarely,4,1,4,4,0
977,43,Male,Married,2,Medical,Sales,Manager,2,3421,1,1,0,4,No,7,Travel_Rarely,2,3,3,3,0
978,28,Male,Married,4,Life Sciences,Research & Development,Research Scientist,1,3312,4,1,0,3,Yes,25,Travel_Rarely,1,4,3,2,0
979,41,Male,Married,3,Technical Degree,Research & Development,Research Scientist,3,11577,12,0,2,0,No,5,Non-Travel,4,4,2,4,0
980,43,Male,Divorced,4,Medical,Research & Development,Manager,1,3259,6,1,1,3,Yes,8,Travel_Rarely,4,4,3,2,0
981,38,Male,Divorced,1,Life Sciences,Research & Development,Healthcare Representative,1,1781,5,1,1,0,No,8,Non-Travel,1,3,3,4,0
982,47,Female,Married,3,Technical Degree,Research & Development,Laboratory Technician,1,2244,4,2,0,1,No,11,Travel_Rarely,3,3,2,4,0
983,30,Male,Divorced,4,Other,Research & Development,Laboratory Technician,2,5416,3,0,2,1,No,9,Travel_Rarely,4,3,3,4,0
984,29,Male,Single,3,Life Sciences,Sales,Sales Representative,1,3394,1,0,5,1,No,19,Travel_Frequently,3,3,3,2,0
985,46,Male,Divorced,3,Medical,Research & Development,Research Scientist,1,3072,11,1,5,1,No,19,Travel_Rarely,4,1,1,3,0
986,41,Male,Single,2,Life Sciences,Research & Development,Healthcare Representative,1,1975,1,6,0,0,No,9,Travel_Rarely,1,3,4,3,0
987,45,Male,Married,1,Life Sciences,Human Resources,Manager,1,2743,0,0,2,1,No,23,Travel_Frequently,3,2,3,3,0
988,40,Female,Married,3,Life Sciences,Research & Development,Research Scientist,2,3416,6,6,5,0,No,20,Travel_Rarely,1,3,3,1,0
989,35,Male,Married,2,Medical,Research & Development,Manager,2,5562,0,1,1,1,No,17,Travel_Rarely,3,3,3,3,0
990,48,Male,Single,4,Other,Research & Development,Research Scientist,2,3214,2,2,8,3,No,16,Travel_Rarely,1,1,4,3,0
991,47,Female,Divorced,2,Medical,Research & Development,Laboratory Technician,1,2135,0,0,6,4,No,7,Travel_Rarely,4,2,1,3,1
992,45,Female,Single,4,Life Sciences,Research & Development,Healthcare Representative,1,1913,0,0,0,4,No,26,Travel_Rarely,3,1,3,4,0
993,36,Female,Married,4,Medical,Sales,Sales Executive,4,12582,0,0,0,1,No,22,Travel_Rarely,4,4,3,3,0
994,43,Male,Single,2,Life Sciences,Research & Development,Healthcare Representative,1,3024,0,0,0,3,No,3,Travel_Rarely,1,1,2,2,0
995,38,Female,Single,2,Marketing,Human Resources,Manager,3,10523,5,5,0,1,No,21,Travel_Rarely,2,2,3,3,0
996,29,Male,Married,4,Medical,Research & Development,Manufacturing Director,1,1732,9,0,7,0,No,19,Travel_Frequently,2,4,2,4,0
997,54,Male,Married,4,Life Sciences,Research & Development,Research Scientist,3,8746,2,1,8,2,No,8,Travel_Frequently,3,3,3,2,0
998,31,Male,Single,2,Life Sciences,Sales,Sales Representative,1,3263,10,0,0,2,Yes,5,Travel_Rarely,4,1,3,3,0
999,56,Male,Single,2,Marketing,Research & Development,Research Scientist,1,1412,1,1,2,3,No,26,Travel_Rarely,3,2,2,1,0
1000,40,Male,Married,3,Life Sciences,Research & Development,Research Scientist,2,6804,1,0,2,2,No,26,Travel_Rarely,2,1,3,2,0
1001,33,Male,Married,3,Marketing,Research & Development,Research Scientist,2,5427,0,0,1,0,No,6,Travel_Rarely,1,2,3,4,1
1002,42,Female,Divorced,2,Life Sciences,Sales,Sales Representative,1,2625,4,0,2,4,Yes,2,Travel_Frequently,1,1,3,4,1
1003,51,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,2,3231,2,2,8,2,No,24,Travel_Frequently,4,3,3,3,0
1004,46,Female,Married,1,Medical,Research & Development,Laboratory Technician,2,3834,4,0,0,3,No,25,Travel_Frequently,3,4,1,4,0
1005,47,Male,Single,1,Technical Degree,Sales,Sales Representative,1,1257,7,0,0,3,No,19,Non-Travel,4,3,4,4,0
1006,44,Female,Single,2,Technical Degree,Sales,Sales Representative,1,2279,3,0,0,1,No,13,Travel_Rarely,4,3,3,4,0
1007,45,Male,Married,2,Life Sciences,Sales,Sales Representative,1,1402,4,5,1,0,No,6,Travel_Frequently,1,2,3,3,0
1008,50,Female,Married,2,Life Sciences,Research & Development,Research Scientist,1,3471,13,1,1,0,No,6,Travel_Rarely,1,2,3,3,0
1009,35,Male,Single,3,Life Sciences,Sales,Sales Representative,2,3769,1,1,1,0,No,2,Travel_Rarely,4,4,3,3,0
1010,41,Female,Single,2,Medical,Sales,Sales Representative,1,1064,2,1,2,1,No,26,Travel_Rarely,4,1,3,1,0
1011,34,Male,Single,2,Medical,Research & Development,Research Scientist,1,3237,6,0,4,1,No,24,Travel_Rarely,3,4,3,3,0
1012,59,Female,Divorced,2,Technical Degree,Sales,Sales Representative,1,1949,4,1,1,5,Yes,5,Travel_Frequently,1,3,4,4,0
1013,56,Female,Divorced,5,Technical Degree,Sales,Sales Executive,2,3172,0,0,1,4,No,11,Travel_Rarely,1,4,3,4,0
1014,28,Male,Single,2,Life Sciences,Research & Development,Manager,1,2250,2,0,5,3,No,11,Travel_Rarely,2,2,2,4,0
1015,45,Male,Single,2,Medical,Research & Development,Laboratory Technician,1,2411,3,1,5,0,No,24,Travel_Rarely,1,2,4,1,0
1016,55,Female,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,1,3448,2,1,0,1,No,14,Travel_Rarely,2,4,3,3,0
1017,32,Male,Divorced,5,Marketing,Sales,Sales Representative,4,11637,0,0,1,2,No,13,Travel_Rarely,3,4,3,1,0
1018,42,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,1,1948,12,0,5,0,Yes,8,Travel_Rarely,1,2,4,2,0
1019,54,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,2,5260,7,2,0,3,Yes,15,Travel_Rarely,1,4,2,4,0
1020,26,Male,Single,3,Medical,Sales,Sales Representative,1,3100,3,1,1,5,No,12,Non-Travel,4,1,3,3,0
1021,45,Male,Married,3,Life Sciences,Sales,Sales Representative,1,2694,5,0,1,1,No,3,Travel_Rarely,3,1,2,4,0
1022,36,Male,Married,1,Life Sciences,Sales,Manager,2,3751,11,0,0,3,No,21,Travel_Rarely,4,3,3,1,0
1023,55,Female,Single,3,Life Sciences,Sales,Sales Executive,1,1661,0,3,0,0,No,23,Travel_Frequently,2,4,3,3,0
1024,58,Male,Married,1,Medical,Research & Development,Manufacturing Director,4,11142,1,2,1,2,No,5,Travel_Rarely,4,4,4,4,0
1025,56,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,3,10581,3,8,4,0,No,6,Travel_Rarely,2,3,3,1,0
1026,40,Male,Divorced,3,Life Sciences,Sales,Sales Representative,2,3991,8,0,5,0,Yes,2,Travel_Rarely,3,1,3,2,0
1027,51,Male,Single,2,Life Sciences,Sales,Sales Representative,2,4460,0,1,11,3,No,8,Travel_Rarely,1,3,4,1,0
1028,49,Female,Single,3,Marketing,Sales,Sales Representative,1,1292,20,0,0,3,No,5,Travel_Frequently,1,2,3,3,0
1029,37,Female,Married,1,Marketing,Research & Development,Research Scientist,1,2643,3,1,0,2,Yes,22,Travel_Rarely,4,3,2,4,0
1030,48,Male,Married,3,Medical,Sales,Sales Representative,3,8718,2,0,4,1,No,17,Travel_Rarely,3,3,3,4,0
1031,27,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,2,3837,1,0,2,2,Yes,26,Travel_Rarely,4,1,4,4,0
1032,43,Female,Married,2,Other,Sales,Manager,2,4037,0,0,1,3,No,2,Non-Travel,2,3,4,4,1
1033,34,Male,Single,1,Life Sciences,Research & Development,Laboratory Technician,1,2750,7,1,0,6,No,11,Travel_Rarely,2,3,3,4,0
